Watchtower ID,Postcode,Population Served,Watchtower Point of Contact Name,x,y
WT3873JWNLL,3873,80,Philip Sanchez,146.76425315494552,-38.248738772189654
WT3979RQAKR,3979,160,Joe Wilson,145.63102371227131,-38.49742283359791
WT3979UJRXF,3979,160,David Behrens,145.61944713831397,-38.42753872026658
WT3430SRBOM,3430,320,Deidre Blain,144.717823619539,-37.45002826162372
WT3571ITSUB,3571,318,Francis Orphey,144.16883497681675,-36.34875486142471
WT3387TTBDC,3387,312,James Cunningham,143.01913490844026,-36.98457015456603
WT3254RXAVL,3254,310,Amy Pugh,143.54387071993327,-38.308515316326016
WT3833BOMRB,3833,307,Margie Green,146.11666404368856,-37.95726898277424
WT3293SQKBY,3293,100,Shawn Clark,142.64808203542347,-37.82556647618436
WT3293OKFUP,3293,100,Linda Cook,142.64917955102206,-37.68950303741661
WT3293BUTCN,3293,100,Micheal Henriquez,142.41365868994518,-37.73003361911264
WT3412EUBAQ,3412,149,Cynthia Nicoletti,141.52249483530403,-36.79192850555632
WT3412CTRWX,3412,149,Ashley Bentley,141.42125500515377,-36.6188353776219
WT3709NIYXZ,3709,145,William Stevens,147.82220549758904,-35.997592594813014
WT3709SKIHY,3709,145,Johnetta Jackson,147.58945926383643,-35.98810924750853
WT3468HOPGM,3468,286,Melissa Cole,143.46879167665466,-37.2505147471354
WT3329YEZVS,3329,142,Nina Johnson,144.00191832187895,-37.91819500282096
WT3329RYDXT,3329,142,Dean Hicks,143.87956511815653,-38.03900204899043
WT3562YUGDU,3562,279,Micah Rodriguez,144.4588804257186,-36.05511756014117
WT3310PQUBW,3310,276,Bessie Simons,141.48832395314227,-37.74358845249581
WT3958YCZYE,3958,272,Wm Denton,146.02010324860865,-38.69545657583797
WT3789TMNJY,3789,265,Roger Spencer,145.35001082455108,-37.876336921811706
WT3755OIDFJ,3755,252,Diana Taylor,145.1535820920967,-37.55849215079668
WT3270DXNQH,3270,123,Sabrina Brantley,142.86652199719225,-38.552328853487055
WT3270VYPYQ,3270,123,Raymond Sutton,142.8318286564251,-38.61411835259919
WT3832NHOOV,3832,247,Bryan Warren,146.0154412945935,-37.93424551655733
WT3738LQTCS,3738,219,James Wareham,146.77993124287363,-36.57772232481024
WT3238BOTYW,3238,72,Bernard Jackson,143.567776369521,-38.625836774939955
WT3238EGMOA,3238,72,George Brown,143.33872080562963,-38.799580856292664
WT3238MCUPV,3238,72,Nellie Banks,143.56196753560545,-38.82942446565583
WT3330SFSQV,3330,217,Alyssa Johnson,143.80666515091974,-37.972463547396835
WT3864DBQMJ,3864,217,Geraldine Martinez,147.35297667088736,-37.92523989104278
WT3733ZRFXX,3733,215,John Horton,146.43418373847857,-36.78838281077019
WT3237XOZIG,3237,107,Barbara Watson,143.62294302711948,-38.700688751493466
WT3237WECQF,3237,107,Pedro Mcleod,143.69206910321378,-38.75856130842859
WT3583QHCKS,3583,209,Cynthia Brewer,143.66859933252738,-35.5299230143342
WT3946JOFXE,3946,104,Jan Goodrich,145.7192956876138,-38.43764463690359
WT3946CHDDQ,3946,104,Mary Johnson,145.78267527312724,-38.43639382834139
WT3375ORFQU,3375,104,Heidi Limon,143.26000015058494,-37.45880281030328
WT3375LAJLR,3375,104,Emma Boatwright,143.2980117885972,-37.372200644973155
WT3292RYQHY,3292,190,Neal Martenez,141.21340675084443,-38.13998929798788
WT3234WWIFA,3234,90,Latanya Hurst,143.75317875173945,-38.613627563528
WT3234FPGRT,3234,90,Erin Sanchez,143.87128178598107,-38.70268409082685
WT3391MXURJ,3391,171,Vivian Holmes,142.5847058735757,-36.06961633939022
WT3581BHSJW,3581,56,Paul Peterson,143.7535102911311,-35.54628594217159
WT3581ARKZP,3581,56,Michael Auerswald,143.82631327926745,-35.554401104359
WT3581IXSCV,3581,56,April Long,143.84395469583112,-35.58177315955131
WT3572UOOQX,3572,75,Britt Williams,144.30582272820246,-36.3147946744435
WT3572QKNMX,3572,75,Bobbie Alexander,144.23297168893794,-36.37549543758321
WT3900UYGLE,3900,149,Denise Russell,147.5972713074322,-36.73959902169322
WT3273HFRKB,3273,143,Annie Hastings,142.68415340600552,-37.993411346930365
WT3491DTDPG,3491,133,George Olsen,142.19708518735555,-35.5526826141909
WT3599BUOIB,3599,33,Angela Jackson,143.1787280374593,-34.77449866594533
WT3599SCILO,3599,33,Bernadette Macaraeg,143.01577439228708,-34.78811837449265
WT3599SSPTZ,3599,33,Jack Taylor,143.2051140200742,-34.710205812295726
WT3599DVPAN,3599,33,Rebecca Rigsby,143.19753271424213,-34.70506108206721
WT3607QVZKZ,3607,131,Ellen Gipson,145.1609195787148,-36.82109281259211
WT3762TBMLS,3762,131,Stephanie Gonzalez,144.88717572676498,-37.33492122205464
WT3530RJWDT,3530,63,Troy Clark,143.0834668479817,-35.79299394885817
WT3530IMHIL,3530,63,Doug Nunez,143.19563418135533,-35.757657382224984
WT3309UAHAX,3309,124,Bobby Andrews,141.5652819683202,-37.83789015425547
WT3891DIUYN,3891,35,Steven Turcotte,149.74040967732958,-37.74088000886122
WT3891OXFAK,3891,35,Veronica Smith,149.6383698678278,-37.31385347266344
WT3891YZEFQ,3891,35,Gary Derrico,149.4334448701031,-37.688995526090274
WT3596HBEUF,3596,47,Jose Robertson,143.15095468769667,-35.190473662123345
WT3596ZAMTX,3596,47,Gregory Booth,143.18925722392484,-35.14344453095626
WT3852UXZYD,3852,46,Judy Horn,147.15539385937802,-38.114047049214356
WT3852IRDFY,3852,46,Stephanie Stewart,147.11972466828865,-38.11059906774082
WT3487ZDAIO,3487,46,Faye Troy,142.54705121608765,-35.6169222609149
WT3487DIBUX,3487,46,Bette Freeze,142.55489446874185,-35.641735681282626
WT3026TCTQH,3026,73,Richard Grosvenor,144.81637725224323,-37.821627544175726
WT3718PAMXL,3718,72,Richard Evans,145.5172622664395,-37.168664167586044
WT3506XUEWF,3506,36,Larry Hughes,141.36554560190987,-35.313115636816455
